[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
[train-sharded:train] 642/1197 shards | elapsed 11:19:40 | rate 0.02/shard/s | remaining 09:47:34 | epoch=1/1 shard=droid_train_0641.hdf5 samples=9184
[train-sharded:train] 643/1197 shards | elapsed 11:20:43 | rate 0.02/shard/s | remaining 09:46:30 | epoch=1/1 shard=droid_train_0642.hdf5 samples=9153
[train-sharded:train] 644/1197 shards | elapsed 11:21:46 | rate 0.02/shard/s | remaining 09:45:25 | epoch=1/1 shard=droid_train_0643.hdf5 samples=9270
[train-sharded:train] 645/1197 shards | elapsed 11:22:36 | rate 0.02/shard/s | remaining 09:44:11 | epoch=1/1 shard=droid_train_0644.hdf5 samples=8305
[train-sharded:train] 646/1197 shards | elapsed 11:23:37 | rate 0.02/shard/s | remaining 09:43:05 | epoch=1/1 shard=droid_train_0645.hdf5 samples=8997
[train-sharded:train] 647/1197 shards | elapsed 11:24:11 | rate 0.02/shard/s | remaining 09:41:37 | epoch=1/1 shard=droid_train_0646.hdf5 samples=6284
[train-sharded:train] 648/1197 shards | elapsed 11:25:17 | rate 0.02/shard/s | remaining 09:40:35 | epoch=1/1 shard=droid_train_0647.hdf5 samples=9541
[train-sharded:train] 649/1197 shards | elapsed 11:26:20 | rate 0.02/shard/s | remaining 09:39:31 | epoch=1/1 shard=droid_train_0648.hdf5 samples=9181
[train-sharded:train] 650/1197 shards | elapsed 11:27:27 | rate 0.02/shard/s | remaining 09:38:31 | epoch=1/1 shard=droid_train_0649.hdf5 samples=9669
[train-sharded:train] 651/1197 shards | elapsed 11:28:45 | rate 0.02/shard/s | remaining 09:37:40 | epoch=1/1 shard=droid_train_0650.hdf5 samples=10574
[train-sharded:train] 652/1197 shards | elapsed 11:30:13 | rate 0.02/shard/s | remaining 09:36:57 | epoch=1/1 shard=droid_train_0651.hdf5 samples=11503
[train-sharded:train] 653/1197 shards | elapsed 11:31:26 | rate 0.02/shard/s | remaining 09:36:01 | epoch=1/1 shard=droid_train_0652.hdf5 samples=10019
[train-sharded:train] 654/1197 shards | elapsed 11:32:21 | rate 0.02/shard/s | remaining 09:34:51 | epoch=1/1 shard=droid_train_0653.hdf5 samples=8838
[train-sharded:train] 655/1197 shards | elapsed 11:33:29 | rate 0.02/shard/s | remaining 09:33:51 | epoch=1/1 shard=droid_train_0654.hdf5 samples=9504
[train-sharded:train] 656/1197 shards | elapsed 11:34:24 | rate 0.02/shard/s | remaining 09:32:40 | epoch=1/1 shard=droid_train_0655.hdf5 samples=8570
[train-sharded:train] 657/1197 shards | elapsed 11:35:25 | rate 0.02/shard/s | remaining 09:31:34 | epoch=1/1 shard=droid_train_0656.hdf5 samples=9190
[train-sharded:train] 658/1197 shards | elapsed 11:36:28 | rate 0.02/shard/s | remaining 09:30:30 | epoch=1/1 shard=droid_train_0657.hdf5 samples=9756
[train-sharded:train] 659/1197 shards | elapsed 11:37:28 | rate 0.02/shard/s | remaining 09:29:24 | epoch=1/1 shard=droid_train_0658.hdf5 samples=9155
[train-sharded:train] 660/1197 shards | elapsed 11:38:35 | rate 0.02/shard/s | remaining 09:28:24 | epoch=1/1 shard=droid_train_0659.hdf5 samples=9959
[train-sharded:train] 661/1197 shards | elapsed 11:39:50 | rate 0.02/shard/s | remaining 09:27:30 | epoch=1/1 shard=droid_train_0660.hdf5 samples=10495
[train-sharded:train] 662/1197 shards | elapsed 11:40:44 | rate 0.02/shard/s | remaining 09:26:18 | epoch=1/1 shard=droid_train_0661.hdf5 samples=8170
[train-sharded:train] 663/1197 shards | elapsed 11:42:00 | rate 0.02/shard/s | remaining 09:25:25 | epoch=1/1 shard=droid_train_0662.hdf5 samples=10627
[train-sharded:train] 664/1197 shards | elapsed 11:43:09 | rate 0.02/shard/s | remaining 09:24:25 | epoch=1/1 shard=droid_train_0663.hdf5 samples=9660
[train-sharded:train] 665/1197 shards | elapsed 11:44:23 | rate 0.02/shard/s | remaining 09:23:31 | epoch=1/1 shard=droid_train_0664.hdf5 samples=10191
[train-sharded:train] 666/1197 shards | elapsed 11:45:20 | rate 0.02/shard/s | remaining 09:22:22 | epoch=1/1 shard=droid_train_0665.hdf5 samples=8736
[train-sharded:train] 667/1197 shards | elapsed 11:46:33 | rate 0.02/shard/s | remaining 09:21:25 | epoch=1/1 shard=droid_train_0666.hdf5 samples=10213
[train-sharded:train] 668/1197 shards | elapsed 11:47:26 | rate 0.02/shard/s | remaining 09:20:14 | epoch=1/1 shard=droid_train_0667.hdf5 samples=8701
[train-sharded:train] 669/1197 shards | elapsed 11:48:21 | rate 0.02/shard/s | remaining 09:19:04 | epoch=1/1 shard=droid_train_0668.hdf5 samples=8550
[train-sharded:train] 670/1197 shards | elapsed 11:49:23 | rate 0.02/shard/s | remaining 09:17:58 | epoch=1/1 shard=droid_train_0669.hdf5 samples=9104
[train-sharded:train] 671/1197 shards | elapsed 11:50:36 | rate 0.02/shard/s | remaining 09:17:03 | epoch=1/1 shard=droid_train_0670.hdf5 samples=10420
[train-sharded:train] 672/1197 shards | elapsed 11:51:23 | rate 0.02/shard/s | remaining 09:15:46 | epoch=1/1 shard=droid_train_0671.hdf5 samples=7656
[train-sharded:train] 673/1197 shards | elapsed 11:52:19 | rate 0.02/shard/s | remaining 09:14:37 | epoch=1/1 shard=droid_train_0672.hdf5 samples=8488
[train-sharded:train] 674/1197 shards | elapsed 11:53:12 | rate 0.02/shard/s | remaining 09:13:25 | epoch=1/1 shard=droid_train_0673.hdf5 samples=8265
[train-sharded:train] 675/1197 shards | elapsed 11:54:23 | rate 0.02/shard/s | remaining 09:12:28 | epoch=1/1 shard=droid_train_0674.hdf5 samples=10048
[train-sharded:train] 676/1197 shards | elapsed 11:55:32 | rate 0.02/shard/s | remaining 09:11:28 | epoch=1/1 shard=droid_train_0675.hdf5 samples=9977
[train-sharded:train] 677/1197 shards | elapsed 11:56:38 | rate 0.02/shard/s | remaining 09:10:26 | epoch=1/1 shard=droid_train_0676.hdf5 samples=9493
[train-sharded:train] 678/1197 shards | elapsed 11:58:06 | rate 0.02/shard/s | remaining 09:09:42 | epoch=1/1 shard=droid_train_0677.hdf5 samples=11203
[train-sharded:train] 679/1197 shards | elapsed 11:59:06 | rate 0.02/shard/s | remaining 09:08:36 | epoch=1/1 shard=droid_train_0678.hdf5 samples=9075
[train-sharded:train] 680/1197 shards | elapsed 12:00:06 | rate 0.02/shard/s | remaining 09:07:29 | epoch=1/1 shard=droid_train_0679.hdf5 samples=8620
[train-sharded:train] 681/1197 shards | elapsed 12:01:19 | rate 0.02/shard/s | remaining 09:06:33 | epoch=1/1 shard=droid_train_0680.hdf5 samples=10211
[train-sharded:train] 682/1197 shards | elapsed 12:02:14 | rate 0.02/shard/s | remaining 09:05:23 | epoch=1/1 shard=droid_train_0681.hdf5 samples=8271
[train-sharded:train] 683/1197 shards | elapsed 12:03:06 | rate 0.02/shard/s | remaining 09:04:10 | epoch=1/1 shard=droid_train_0682.hdf5 samples=8336
[train-sharded:train] 684/1197 shards | elapsed 12:04:15 | rate 0.02/shard/s | remaining 09:03:12 | epoch=1/1 shard=droid_train_0683.hdf5 samples=9856
[train-sharded:train] 685/1197 shards | elapsed 12:05:14 | rate 0.02/shard/s | remaining 09:02:04 | epoch=1/1 shard=droid_train_0684.hdf5 samples=8965
[train-sharded:train] 686/1197 shards | elapsed 12:06:10 | rate 0.02/shard/s | remaining 09:00:55 | epoch=1/1 shard=droid_train_0685.hdf5 samples=8442
[train-sharded:train] 687/1197 shards | elapsed 12:07:13 | rate 0.02/shard/s | remaining 08:59:51 | epoch=1/1 shard=droid_train_0686.hdf5 samples=9516
[train-sharded:train] 688/1197 shards | elapsed 12:08:10 | rate 0.02/shard/s | remaining 08:58:43 | epoch=1/1 shard=droid_train_0687.hdf5 samples=8802
[train-sharded:train] 689/1197 shards | elapsed 12:08:58 | rate 0.02/shard/s | remaining 08:57:28 | epoch=1/1 shard=droid_train_0688.hdf5 samples=7751
[train-sharded:train] 690/1197 shards | elapsed 12:09:39 | rate 0.02/shard/s | remaining 08:56:08 | epoch=1/1 shard=droid_train_0689.hdf5 samples=7067
[train-sharded:train] 691/1197 shards | elapsed 12:10:33 | rate 0.02/shard/s | remaining 08:54:57 | epoch=1/1 shard=droid_train_0690.hdf5 samples=8353
[train-sharded:train] 692/1197 shards | elapsed 12:11:29 | rate 0.02/shard/s | remaining 08:53:49 | epoch=1/1 shard=droid_train_0691.hdf5 samples=8528
[train-sharded:train] 693/1197 shards | elapsed 12:12:43 | rate 0.02/shard/s | remaining 08:52:53 | epoch=1/1 shard=droid_train_0692.hdf5 samples=10484
[train-sharded:train] 694/1197 shards | elapsed 12:13:47 | rate 0.02/shard/s | remaining 08:51:50 | epoch=1/1 shard=droid_train_0693.hdf5 samples=9701
[train-sharded:train] 695/1197 shards | elapsed 12:14:43 | rate 0.02/shard/s | remaining 08:50:41 | epoch=1/1 shard=droid_train_0694.hdf5 samples=8849
[train-sharded:train] 696/1197 shards | elapsed 12:15:56 | rate 0.02/shard/s | remaining 08:49:45 | epoch=1/1 shard=droid_train_0695.hdf5 samples=10300
[train-sharded:train] 697/1197 shards | elapsed 12:17:05 | rate 0.02/shard/s | remaining 08:48:45 | epoch=1/1 shard=droid_train_0696.hdf5 samples=9624
[train-sharded:train] 698/1197 shards | elapsed 12:18:11 | rate 0.02/shard/s | remaining 08:47:44 | epoch=1/1 shard=droid_train_0697.hdf5 samples=9164
[train-sharded:train] 699/1197 shards | elapsed 12:19:11 | rate 0.02/shard/s | remaining 08:46:37 | epoch=1/1 shard=droid_train_0698.hdf5 samples=9271
[train-sharded:train] 700/1197 shards | elapsed 12:20:08 | rate 0.02/shard/s | remaining 08:45:30 | epoch=1/1 shard=droid_train_0699.hdf5 samples=8482
[train-sharded:train] 701/1197 shards | elapsed 12:20:59 | rate 0.02/shard/s | remaining 08:44:17 | epoch=1/1 shard=droid_train_0700.hdf5 samples=8105
[train-sharded:train] 702/1197 shards | elapsed 12:22:00 | rate 0.02/shard/s | remaining 08:43:12 | epoch=1/1 shard=droid_train_0701.hdf5 samples=9406
[train-sharded:train] 703/1197 shards | elapsed 12:23:00 | rate 0.02/shard/s | remaining 08:42:07 | epoch=1/1 shard=droid_train_0702.hdf5 samples=9126
[train-sharded:train] 704/1197 shards | elapsed 12:24:06 | rate 0.02/shard/s | remaining 08:41:05 | epoch=1/1 shard=droid_train_0703.hdf5 samples=9423
[train-sharded:train] 705/1197 shards | elapsed 12:25:05 | rate 0.02/shard/s | remaining 08:39:59 | epoch=1/1 shard=droid_train_0704.hdf5 samples=8868
[train-sharded:train] 706/1197 shards | elapsed 12:26:23 | rate 0.02/shard/s | remaining 08:39:05 | epoch=1/1 shard=droid_train_0705.hdf5 samples=10740
[train-sharded:train] 707/1197 shards | elapsed 12:27:17 | rate 0.02/shard/s | remaining 08:37:55 | epoch=1/1 shard=droid_train_0706.hdf5 samples=8308
[train-sharded:train] 708/1197 shards | elapsed 12:28:12 | rate 0.02/shard/s | remaining 08:36:46 | epoch=1/1 shard=droid_train_0707.hdf5 samples=8665
[train-sharded:train] 709/1197 shards | elapsed 12:29:08 | rate 0.02/shard/s | remaining 08:35:37 | epoch=1/1 shard=droid_train_0708.hdf5 samples=8630
[train-sharded:train] 710/1197 shards | elapsed 12:30:15 | rate 0.02/shard/s | remaining 08:34:37 | epoch=1/1 shard=droid_train_0709.hdf5 samples=9739
[train-sharded:train] 711/1197 shards | elapsed 12:31:26 | rate 0.02/shard/s | remaining 08:33:38 | epoch=1/1 shard=droid_train_0710.hdf5 samples=10418
[train-sharded:train] 712/1197 shards | elapsed 12:32:19 | rate 0.02/shard/s | remaining 08:32:28 | epoch=1/1 shard=droid_train_0711.hdf5 samples=8491
[train-sharded:train] 713/1197 shards | elapsed 12:33:30 | rate 0.02/shard/s | remaining 08:31:30 | epoch=1/1 shard=droid_train_0712.hdf5 samples=9744
[train-sharded:train] 714/1197 shards | elapsed 12:34:23 | rate 0.02/shard/s | remaining 08:30:19 | epoch=1/1 shard=droid_train_0713.hdf5 samples=8751
[train-sharded:train] 715/1197 shards | elapsed 12:35:33 | rate 0.02/shard/s | remaining 08:29:20 | epoch=1/1 shard=droid_train_0714.hdf5 samples=9529
[train-sharded:train] 716/1197 shards | elapsed 12:36:44 | rate 0.02/shard/s | remaining 08:28:22 | epoch=1/1 shard=droid_train_0715.hdf5 samples=10187
[train-sharded:train] 717/1197 shards | elapsed 12:37:57 | rate 0.02/shard/s | remaining 08:27:25 | epoch=1/1 shard=droid_train_0716.hdf5 samples=10255
[train-sharded:train] 718/1197 shards | elapsed 12:39:03 | rate 0.02/shard/s | remaining 08:26:23 | epoch=1/1 shard=droid_train_0717.hdf5 samples=9453
[train-sharded:train] 719/1197 shards | elapsed 12:40:13 | rate 0.02/shard/s | remaining 08:25:24 | epoch=1/1 shard=droid_train_0718.hdf5 samples=9668
[train-sharded:train] 720/1197 shards | elapsed 12:41:16 | rate 0.02/shard/s | remaining 08:24:20 | epoch=1/1 shard=droid_train_0719.hdf5 samples=9483
[train-sharded:train] 721/1197 shards | elapsed 12:42:20 | rate 0.02/shard/s | remaining 08:23:17 | epoch=1/1 shard=droid_train_0720.hdf5 samples=9358
[train-sharded:train] 722/1197 shards | elapsed 12:43:16 | rate 0.02/shard/s | remaining 08:22:09 | epoch=1/1 shard=droid_train_0721.hdf5 samples=8591
[train-sharded:train] 723/1197 shards | elapsed 12:44:01 | rate 0.02/shard/s | remaining 08:20:54 | epoch=1/1 shard=droid_train_0722.hdf5 samples=7542
[train-sharded:train] 724/1197 shards | elapsed 12:45:15 | rate 0.02/shard/s | remaining 08:19:57 | epoch=1/1 shard=droid_train_0723.hdf5 samples=10361
[train-sharded:train] 725/1197 shards | elapsed 12:46:19 | rate 0.02/shard/s | remaining 08:18:54 | epoch=1/1 shard=droid_train_0724.hdf5 samples=9444
[train-sharded:train] 726/1197 shards | elapsed 12:47:05 | rate 0.02/shard/s | remaining 08:17:39 | epoch=1/1 shard=droid_train_0725.hdf5 samples=7487
[train-sharded:train] 727/1197 shards | elapsed 12:48:06 | rate 0.02/shard/s | remaining 08:16:35 | epoch=1/1 shard=droid_train_0726.hdf5 samples=9172
[train-sharded:train] 728/1197 shards | elapsed 12:49:01 | rate 0.02/shard/s | remaining 08:15:26 | epoch=1/1 shard=droid_train_0727.hdf5 samples=8339
[train-sharded:train] 729/1197 shards | elapsed 12:50:05 | rate 0.02/shard/s | remaining 08:14:23 | epoch=1/1 shard=droid_train_0728.hdf5 samples=8704
[train-sharded:train] 730/1197 shards | elapsed 12:51:12 | rate 0.02/shard/s | remaining 08:13:21 | epoch=1/1 shard=droid_train_0729.hdf5 samples=9409
[train-sharded:train] 731/1197 shards | elapsed 12:52:17 | rate 0.02/shard/s | remaining 08:12:19 | epoch=1/1 shard=droid_train_0730.hdf5 samples=9588
[train-sharded:train] 732/1197 shards | elapsed 12:53:18 | rate 0.02/shard/s | remaining 08:11:14 | epoch=1/1 shard=droid_train_0731.hdf5 samples=8953
[train-sharded:train] 733/1197 shards | elapsed 12:54:20 | rate 0.02/shard/s | remaining 08:10:10 | epoch=1/1 shard=droid_train_0732.hdf5 samples=9409
[train-sharded:train] 734/1197 shards | elapsed 12:55:22 | rate 0.02/shard/s | remaining 08:09:05 | epoch=1/1 shard=droid_train_0733.hdf5 samples=8677
[train-sharded:train] 735/1197 shards | elapsed 12:56:32 | rate 0.02/shard/s | remaining 08:08:06 | epoch=1/1 shard=droid_train_0734.hdf5 samples=9787
[train-sharded:train] 736/1197 shards | elapsed 12:57:31 | rate 0.02/shard/s | remaining 08:07:00 | epoch=1/1 shard=droid_train_0735.hdf5 samples=9037
[train-sharded:train] 737/1197 shards | elapsed 12:58:51 | rate 0.02/shard/s | remaining 08:06:07 | epoch=1/1 shard=droid_train_0736.hdf5 samples=10777
[train-sharded:train] 738/1197 shards | elapsed 12:59:50 | rate 0.02/shard/s | remaining 08:05:01 | epoch=1/1 shard=droid_train_0737.hdf5 samples=8599
[train-sharded:train] 739/1197 shards | elapsed 13:01:07 | rate 0.02/shard/s | remaining 08:04:06 | epoch=1/1 shard=droid_train_0738.hdf5 samples=10254
[train-sharded:train] 740/1197 shards | elapsed 13:02:27 | rate 0.02/shard/s | remaining 08:03:13 | epoch=1/1 shard=droid_train_0739.hdf5 samples=11124
[train-sharded:train] 741/1197 shards | elapsed 13:03:34 | rate 0.02/shard/s | remaining 08:02:12 | epoch=1/1 shard=droid_train_0740.hdf5 samples=9428
[train-sharded:train] 742/1197 shards | elapsed 13:04:33 | rate 0.02/shard/s | remaining 08:01:06 | epoch=1/1 shard=droid_train_0741.hdf5 samples=8672
[train-sharded:train] 743/1197 shards | elapsed 13:05:21 | rate 0.02/shard/s | remaining 07:59:53 | epoch=1/1 shard=droid_train_0742.hdf5 samples=7887
[train-sharded:train] 744/1197 shards | elapsed 13:06:20 | rate 0.02/shard/s | remaining 07:58:46 | epoch=1/1 shard=droid_train_0743.hdf5 samples=8736
[train-sharded:train] 745/1197 shards | elapsed 13:07:20 | rate 0.02/shard/s | remaining 07:57:41 | epoch=1/1 shard=droid_train_0744.hdf5 samples=9196
[train-sharded:train] 746/1197 shards | elapsed 13:08:27 | rate 0.02/shard/s | remaining 07:56:40 | epoch=1/1 shard=droid_train_0745.hdf5 samples=9587
[train-sharded:train] 747/1197 shards | elapsed 13:09:10 | rate 0.02/shard/s | remaining 07:55:24 | epoch=1/1 shard=droid_train_0746.hdf5 samples=7397
[train-sharded:train] 748/1197 shards | elapsed 13:10:16 | rate 0.02/shard/s | remaining 07:54:22 | epoch=1/1 shard=droid_train_0747.hdf5 samples=9618
[train-sharded:train] 749/1197 shards | elapsed 13:11:12 | rate 0.02/shard/s | remaining 07:53:15 | epoch=1/1 shard=droid_train_0748.hdf5 samples=8544
[train-sharded:train] 750/1197 shards | elapsed 13:12:04 | rate 0.02/shard/s | remaining 07:52:04 | epoch=1/1 shard=droid_train_0749.hdf5 samples=8327
[train-sharded:train] 751/1197 shards | elapsed 13:13:00 | rate 0.02/shard/s | remaining 07:50:57 | epoch=1/1 shard=droid_train_0750.hdf5 samples=8584
[train-sharded:train] 752/1197 shards | elapsed 13:14:06 | rate 0.02/shard/s | remaining 07:49:55 | epoch=1/1 shard=droid_train_0751.hdf5 samples=9710
[train-sharded:train] 753/1197 shards | elapsed 13:15:11 | rate 0.02/shard/s | remaining 07:48:52 | epoch=1/1 shard=droid_train_0752.hdf5 samples=9756
[train-sharded:train] 754/1197 shards | elapsed 13:16:00 | rate 0.02/shard/s | remaining 07:47:41 | epoch=1/1 shard=droid_train_0753.hdf5 samples=8169
[train-sharded:train] 755/1197 shards | elapsed 13:16:56 | rate 0.02/shard/s | remaining 07:46:33 | epoch=1/1 shard=droid_train_0754.hdf5 samples=8583
[train-sharded:train] 756/1197 shards | elapsed 13:18:01 | rate 0.02/shard/s | remaining 07:45:30 | epoch=1/1 shard=droid_train_0755.hdf5 samples=9656
[train-sharded:train] 757/1197 shards | elapsed 13:18:47 | rate 0.02/shard/s | remaining 07:44:17 | epoch=1/1 shard=droid_train_0756.hdf5 samples=7947
[train-sharded:train] 758/1197 shards | elapsed 13:19:39 | rate 0.02/shard/s | remaining 07:43:08 | epoch=1/1 shard=droid_train_0757.hdf5 samples=8612
[train-sharded:train] 759/1197 shards | elapsed 13:20:29 | rate 0.02/shard/s | remaining 07:41:56 | epoch=1/1 shard=droid_train_0758.hdf5 samples=8137
[train-sharded:train] 760/1197 shards | elapsed 13:21:21 | rate 0.02/shard/s | remaining 07:40:46 | epoch=1/1 shard=droid_train_0759.hdf5 samples=8509
[train-sharded:train] 761/1197 shards | elapsed 13:22:36 | rate 0.02/shard/s | remaining 07:39:50 | epoch=1/1 shard=droid_train_0760.hdf5 samples=10522
[train-sharded:train] 762/1197 shards | elapsed 13:23:37 | rate 0.02/shard/s | remaining 07:38:46 | epoch=1/1 shard=droid_train_0761.hdf5 samples=9160
[train-sharded:train] 763/1197 shards | elapsed 13:24:44 | rate 0.02/shard/s | remaining 07:37:44 | epoch=1/1 shard=droid_train_0762.hdf5 samples=9500
[train-sharded:train] 764/1197 shards | elapsed 13:25:41 | rate 0.02/shard/s | remaining 07:36:37 | epoch=1/1 shard=droid_train_0763.hdf5 samples=8914
[train-sharded:train] 765/1197 shards | elapsed 13:26:49 | rate 0.02/shard/s | remaining 07:35:37 | epoch=1/1 shard=droid_train_0764.hdf5 samples=9647
[train-sharded:train] 766/1197 shards | elapsed 13:27:51 | rate 0.02/shard/s | remaining 07:34:33 | epoch=1/1 shard=droid_train_0765.hdf5 samples=9154
[train-sharded:train] 767/1197 shards | elapsed 13:28:49 | rate 0.02/shard/s | remaining 07:33:27 | epoch=1/1 shard=droid_train_0766.hdf5 samples=8847
[train-sharded:train] 768/1197 shards | elapsed 13:29:45 | rate 0.02/shard/s | remaining 07:32:19 | epoch=1/1 shard=droid_train_0767.hdf5 samples=8704
[train-sharded:train] 769/1197 shards | elapsed 13:30:39 | rate 0.02/shard/s | remaining 07:31:11 | epoch=1/1 shard=droid_train_0768.hdf5 samples=8401
[train-sharded:train] 770/1197 shards | elapsed 13:31:30 | rate 0.02/shard/s | remaining 07:30:01 | epoch=1/1 shard=droid_train_0769.hdf5 samples=8376
[train-sharded:train] 771/1197 shards | elapsed 13:32:53 | rate 0.02/shard/s | remaining 07:29:09 | epoch=1/1 shard=droid_train_0770.hdf5 samples=11090
[train-sharded:train] 772/1197 shards | elapsed 13:33:53 | rate 0.02/shard/s | remaining 07:28:03 | epoch=1/1 shard=droid_train_0771.hdf5 samples=8737
